ID	Ontology Source	Term	GOLevels	GOGroups	Nr. Genes	% Associated Genes	Term PValue	Term PValue Corrected with Bonferroni step down	Group PValue	Group PValue Corrected with Bonferroni step down	Associated Genes Found	All Associated Genes	OverViewTerm
R-HSA:171306	REACTOME_Pathways_25.05.2022	Packaging Of Telomere Ends	[-1]	[Group13]	4	7.6923075	0.005318789692517489	0.3882716475537767	{Group13=1.390901861816456E-5}	{Group13=1.5299920479981016E-4}	[H4C2, H4C3, H4C5, H4C8]	[ACD, H2AB1, H2AC14, H2AC18, H2AC19, H2AC20, H2AC4, H2AC6, H2AC7, H2AC8, H2AJ, H2AX, H2AZ1, H2AZ2, H2BC1, H2BC10, H2BC11, H2BC12, H2BC13, H2BC14, H2BC15, H2BC17, H2BC21, H2BC3, H2BC4, H2BC5, H2BC6, H2BC7, H2BC8, H2BC9, H2BU1, H3-4, H4-16, H4C1, H4C11, H4C12, H4C13, H4C14, H4C15, H4C2, H4C3, H4C4, H4C5, H4C6, H4C8, H4C9, LOC102724334, POT1, TERF1, TERF2, TERF2IP, TINF2]	FALSE
R-HSA:176187	REACTOME_Pathways_25.05.2022	Activation of ATR in response to replication stress	[-1]	[Group12, Group13]	3	8.1081085	0.013567918297143558	0.583420486777173	{Group12=6.036240994692442E-6, Group13=1.390901861816456E-5}	{Group12=7.847113293100175E-5, Group13=1.5299920479981016E-4}	[CLSPN, MCM10, MCM7]	[ATR, ATRIP, CDC25A, CDC25C, CDC45, CDC6, CDC7, CDK2, CHEK1, CLSPN, DBF4, HUS1, MCM10, MCM2, MCM3, MCM4, MCM5, MCM6, MCM7, MCM8, ORC1, ORC2, ORC3, ORC4, ORC5, ORC6, RAD1, RAD17, RAD9A, RAD9B, RFC2, RFC3, RFC4, RFC5, RPA1, RPA2, RPA3]	FALSE
R-HSA:176298	REACTOME_Reactions_25.05.2022	Activation of claspin	[-1]	[Group12, Group13]	3	13.636364	0.0031183043291284893	0.2619375636467931	{Group12=6.036240994692442E-6, Group13=1.390901861816456E-5}	{Group12=7.847113293100175E-5, Group13=1.5299920479981016E-4}	[CLSPN, MCM10, MCM7]	[ATR, ATRIP, CDC45, CDC6, CDC7, CDK2, CLSPN, DBF4, MCM10, MCM2, MCM3, MCM4, MCM5, MCM6, MCM7, MCM8, ORC1, ORC2, ORC3, ORC4, ORC5, ORC6]	FALSE
R-HSA:176318	REACTOME_Reactions_25.05.2022	Loading of claspin onto DNA during replication origin firing	[-1]	[Group12, Group13]	3	15.0	0.0023546413087603443	0.211917717788431	{Group12=6.036240994692442E-6, Group13=1.390901861816456E-5}	{Group12=7.847113293100175E-5, Group13=1.5299920479981016E-4}	[CLSPN, MCM10, MCM7]	[CDC45, CDC6, CDC7, CDK2, CLSPN, DBF4, MCM10, MCM2, MCM3, MCM4, MCM5, MCM6, MCM7, MCM8, ORC1, ORC2, ORC3, ORC4, ORC5, ORC6]	FALSE
R-HSA:176700	REACTOME_Reactions_25.05.2022	Incorporation Of Extended And Processed Telomere End Into Higher Order T-Loop And Associated Protein Structure	[-1]	[Group13]	4	7.6923075	0.005318789692517489	0.3882716475537767	{Group13=1.390901861816456E-5}	{Group13=1.5299920479981016E-4}	[H4C2, H4C3, H4C5, H4C8]	[ACD, H2AB1, H2AC14, H2AC18, H2AC19, H2AC20, H2AC4, H2AC6, H2AC7, H2AC8, H2AJ, H2AX, H2AZ1, H2AZ2, H2BC1, H2BC10, H2BC11, H2BC12, H2BC13, H2BC14, H2BC15, H2BC17, H2BC21, H2BC3, H2BC4, H2BC5, H2BC6, H2BC7, H2BC8, H2BC9, H2BU1, H3-4, H4-16, H4C1, H4C11, H4C12, H4C13, H4C14, H4C15, H4C2, H4C3, H4C4, H4C5, H4C6, H4C8, H4C9, LOC102724334, POT1, TERF1, TERF2, TERF2IP, TINF2]	FALSE
R-HSA:181450	REACTOME_Reactions_25.05.2022	Incorporation Of Extended And Processed Telomere End Into Associated Protein Structure	[-1]	[Group13]	4	7.6923075	0.005318789692517489	0.3882716475537767	{Group13=1.390901861816456E-5}	{Group13=1.5299920479981016E-4}	[H4C2, H4C3, H4C5, H4C8]	[ACD, H2AB1, H2AC14, H2AC18, H2AC19, H2AC20, H2AC4, H2AC6, H2AC7, H2AC8, H2AJ, H2AX, H2AZ1, H2AZ2, H2BC1, H2BC10, H2BC11, H2BC12, H2BC13, H2BC14, H2BC15, H2BC17, H2BC21, H2BC3, H2BC4, H2BC5, H2BC6, H2BC7, H2BC8, H2BC9, H2BU1, H3-4, H4-16, H4C1, H4C11, H4C12, H4C13, H4C14, H4C15, H4C2, H4C3, H4C4, H4C5, H4C6, H4C8, H4C9, LOC102724334, POT1, TERF1, TERF2, TERF2IP, TINF2]	FALSE
R-HSA:1912408	REACTOME_Pathways_25.05.2022	Pre-NOTCH Transcription and Translation	[-1]	[Group13]	4	4.3010755	0.03754432961190655	0.33789896650715895	{Group13=1.390901861816456E-5}	{Group13=1.5299920479981016E-4}	[H4C2, H4C3, H4C5, H4C8]	[AGO1, AGO2, AGO3, AGO4, CCND1, CREBBP, E2F1, E2F3, ELF3, EP300, H2AB1, H2AC14, H2AC18, H2AC19, H2AC20, H2AC4, H2AC6, H2AC7, H2AC8, H2AJ, H2AX, H2AZ1, H2AZ2, H2BC1, H2BC10, H2BC11, H2BC12, H2BC13, H2BC14, H2BC15, H2BC17, H2BC21, H2BC3, H2BC4, H2BC5, H2BC6, H2BC7, H2BC8, H2BC9, H2BU1, H3-3A, H3-3B, H3C1, H3C10, H3C11, H3C12, H3C13, H3C14, H3C15, H3C2, H3C3, H3C4, H3C6, H3C7, H3C8, H4-16, H4C1, H4C11, H4C12, H4C13, H4C14, H4C15, H4C2, H4C3, H4C4, H4C5, H4C6, H4C8, H4C9, JUN, KAT2A, KAT2B, LOC102724334, MAML1, MAML2, MAML3, MAMLD1, MOV10, NOTCH1, NOTCH2, NOTCH3, NOTCH4, PRKCI, RBPJ, RUNX1, SIRT6, SNW1, TFDP1, TFDP2, TNRC6A, TNRC6B, TNRC6C, TP53]	FALSE
R-HSA:195253	REACTOME_Pathways_25.05.2022	Degradation of beta-catenin by the destruction complex	[-1]	[Group11, Group13]	4	4.8192773	0.02618304724643841	0.49747789768232975	{Group11=7.434663379513385E-6, Group13=1.390901861816456E-5}	{Group11=8.921596055416062E-5, Group13=1.5299920479981016E-4}	[BTRC, CTBP1, PPP2CA, PSMB5]	[AMER1, APC, AXIN1, BTRC, CSNK1A1, CTBP1, CTBP2, CTNNB1, CUL1, FRAT1, FRAT2, GSK3B, HDAC1, LEF1, PPP2CA, PPP2CB, PPP2R1A, PPP2R1B, PPP2R5A, PPP2R5B, PPP2R5C, PPP2R5D, PPP2R5E, PSMA1, PSMA2, PSMA3, PSMA4, PSMA5, PSMA6, PSMA7, PSMA8, PSMB1, PSMB10, PSMB11, PSMB2, PSMB3, PSMB4, PSMB5, PSMB6, PSMB7, PSMB8, PSMB9, PSMC1, PSMC2, PSMC3, PSMC4, PSMC5, PSMC6, PSMD1, PSMD10, PSMD11, PSMD12, PSMD13, PSMD14, PSMD2, PSMD3, PSMD4, PSMD5, PSMD6, PSMD7, PSMD8, PSMD9, PSME1, PSME2, PSME3, PSME4, PSMF1, RBX1, RPS27A, SEM1, SKP1, TCF7, TCF7L1, TCF7L2, TLE1, TLE2, TLE3, TLE4, TLE5, UBA52, UBB, UBC, ZRANB1]	FALSE
R-HSA:201681	REACTOME_Pathways_25.05.2022	TCF dependent signaling in response to WNT	[-1]	[Group11, Group13]	11	4.72103	3.3132372925640517E-4	0.0387648763229994	{Group11=7.434663379513385E-6, Group13=1.390901861816456E-5}	{Group11=8.921596055416062E-5, Group13=1.5299920479981016E-4}	[BTRC, CTBP1, H4C2, H4C3, H4C5, H4C8, PPP2CA, PSMB5, RUVBL1, SOX6, WNT8A]	[AKT1, AKT2, AMER1, APC, ASH2L, AXIN1, AXIN2, BCL9, BCL9L, BTRC, CAV1, CBY1, CCDC88C, CDC73, CHD8, CREBBP, CSNK1A1, CSNK1E, CSNK1G2, CSNK2A1, CSNK2A2, CSNK2B, CTBP1, CTNNB1, CTNNBIP1, CUL3, DACT1, DKK1, DKK2, DKK4, DVL1, DVL2, DVL3, EP300, FRAT1, FRAT2, FZD1, FZD2, FZD4, FZD5, FZD6, FZD8, GSK3B, H2AB1, H2AC14, H2AC18, H2AC19, H2AC20, H2AC4, H2AC6, H2AC7, H2AC8, H2AJ, H2AX, H2AZ1, H2AZ2, H2BC1, H2BC10, H2BC11, H2BC12, H2BC13, H2BC14, H2BC15, H2BC17, H2BC21, H2BC3, H2BC4, H2BC5, H2BC6, H2BC7, H2BC8, H2BC9, H2BU1, H3-3A, H3-3B, H3-4, H3C1, H3C10, H3C11, H3C12, H3C13, H3C14, H3C15, H3C2, H3C3, H3C4, H3C6, H3C7, H3C8, H4-16, H4C1, H4C11, H4C12, H4C13, H4C14, H4C15, H4C2, H4C3, H4C4, H4C5, H4C6, H4C8, H4C9, HDAC1, HECW1, KAT5, KLHL12, KMT2D, KREMEN1, KREMEN2, LEF1, LEO1, LGR4, LGR5, LGR6, LOC102724334, LRP5, LRP6, MEN1, MYC, PIP5K1B, PPP2CA, PPP2CB, PPP2R1A, PPP2R1B, PPP2R5A, PPP2R5B, PPP2R5C, PPP2R5D, PPP2R5E, PSMA1, PSMA2, PSMA3, PSMA4, PSMA5, PSMA6, PSMA7, PSMA8, PSMB1, PSMB10, PSMB11, PSMB2, PSMB3, PSMB4, PSMB5, PSMB6, PSMB7, PSMB8, PSMB9, PSMC1, PSMC2, PSMC3, PSMC4, PSMC5, PSMC6, PSMD1, PSMD10, PSMD11, PSMD12, PSMD13, PSMD14, PSMD2, PSMD3, PSMD4, PSMD5, PSMD6, PSMD7, PSMD8, PSMD9, PSME1, PSME2, PSME3, PSME4, PSMF1, PYGO1, PYGO2, RBBP5, RBX1, RNF146, RNF43, RPS27A, RSPO1, RSPO2, RSPO3, RSPO4, RUNX3, RUVBL1, RYK, SEM1, SFRP1, SFRP2, SMARCA4, SMURF2, SOST, SOX13, SOX17, SOX2, SOX3, SOX4, SOX6, SOX7, SOX9, SRY, TCF7, TCF7L1, TCF7L2, TERT, TLE1, TLE2, TLE3, TLE4, TNKS, TNKS2, TPTEP2-CSNK1E, TRRAP, UBA52, UBB, UBC, USP34, USP8, WIF1, WNT1, WNT3, WNT3A, WNT4, WNT5A, WNT8A, WNT8B, WNT9A, XIAP, XPO1, YWHAZ, ZNRF3]	TRUE
R-HSA:201722	REACTOME_Pathways_25.05.2022	Formation of the beta-catenin:TCF transactivating complex	[-1]	[Group13]	5	5.4945054	0.0078592223269996	0.4951310066009748	{Group13=1.390901861816456E-5}	{Group13=1.5299920479981016E-4}	[H4C2, H4C3, H4C5, H4C8, RUVBL1]	[ASH2L, AXIN2, BCL9, BCL9L, CDC73, CREBBP, CTNNB1, EP300, H2AB1, H2AC14, H2AC18, H2AC19, H2AC20, H2AC4, H2AC6, H2AC7, H2AC8, H2AJ, H2AX, H2AZ1, H2AZ2, H2BC1, H2BC10, H2BC11, H2BC12, H2BC13, H2BC14, H2BC15, H2BC17, H2BC21, H2BC3, H2BC4, H2BC5, H2BC6, H2BC7, H2BC8, H2BC9, H2BU1, H3-3A, H3-3B, H3-4, H3C1, H3C10, H3C11, H3C12, H3C13, H3C14, H3C15, H3C2, H3C3, H3C4, H3C6, H3C7, H3C8, H4-16, H4C1, H4C11, H4C12, H4C13, H4C14, H4C15, H4C2, H4C3, H4C4, H4C5, H4C6, H4C8, H4C9, HDAC1, KAT5, KMT2D, LEF1, LEO1, LOC102724334, MEN1, MYC, PYGO1, PYGO2, RBBP5, RUNX3, RUVBL1, SMARCA4, TCF7, TCF7L1, TCF7L2, TERT, TLE1, TLE2, TLE3, TLE4, TRRAP]	FALSE
R-HSA:202424	REACTOME_Pathways_25.05.2022	Downstream TCR signaling	[-1]	[Group11]	4	4.0816326	0.04413519126364054	0.2206759563182027	{Group11=7.434663379513385E-6}	{Group11=8.921596055416062E-5}	[BTRC, CDC34, LCK, PSMB5]	[BCL10, BTRC, CARD11, CD247, CD3D, CD3E, CD3G, CD4, CDC34, CHUK, CUL1, FBXW11, HLA-DPA1, HLA-DPB1, HLA-DQA1, HLA-DQA2, HLA-DQB1, HLA-DQB2, HLA-DRA, HLA-DRB1, HLA-DRB3, HLA-DRB4, HLA-DRB5, IKBKB, IKBKG, INPP5D, LCK, MALT1, MAP3K7, NFKB1, NFKBIA, PDPK1, PEDS1-UBE2V1, PIK3CA, PIK3CB, PIK3R1, PIK3R2, PRKCQ, PSMA1, PSMA2, PSMA3, PSMA4, PSMA5, PSMA6, PSMA7, PSMA8, PSMB1, PSMB10, PSMB11, PSMB2, PSMB3, PSMB4, PSMB5, PSMB6, PSMB7, PSMB8, PSMB9, PSMC1, PSMC2, PSMC3, PSMC4, PSMC5, PSMC6, PSMD1, PSMD10, PSMD11, PSMD12, PSMD13, PSMD14, PSMD2, PSMD3, PSMD4, PSMD5, PSMD6, PSMD7, PSMD8, PSMD9, PSME1, PSME2, PSME3, PSME4, PSMF1, PTEN, RELA, RIPK2, RPS27A, SEM1, SKP1, TAB2, TRAF6, TRAT1, UBA52, UBB, UBC, UBE2D1, UBE2D2, UBE2N, UBE2V1]	FALSE
R-HSA:212165	REACTOME_Pathways_25.05.2022	Epigenetic regulation of gene expression	[-1]	[Group13]	6	4.0268455	0.015893260251932904	0.6039438895734504	{Group13=1.390901861816456E-5}	{Group13=1.5299920479981016E-4}	[DNMT1, H4C2, H4C3, H4C5, H4C8, UHRF1]	[ACTB, AEBP2, ARID4B, BAZ1B, BAZ2A, CBX3, CCNH, CDK7, CHD3, CHD4, DDX21, DEK, DNMT1, DNMT3A, DNMT3B, DNMT3L, EED, EHMT2, EP300, ERCC2, ERCC3, ERCC6, EZH2, GATAD2A, GATAD2B, GSK3B, GTF2H1, GTF2H2, GTF2H3, GTF2H4, GTF2H5, H2AB1, H2AC14, H2AC18, H2AC19, H2AC20, H2AC4, H2AC6, H2AC7, H2AC8, H2AJ, H2AX, H2AZ1, H2AZ2, H2BC1, H2BC10, H2BC11, H2BC12, H2BC13, H2BC14, H2BC15, H2BC17, H2BC21, H2BC3, H2BC4, H2BC5, H2BC6, H2BC7, H2BC8, H2BC9, H2BU1, H3-3A, H3-3B, H3C1, H3C10, H3C11, H3C12, H3C13, H3C14, H3C15, H3C2, H3C3, H3C4, H3C6, H3C7, H3C8, H4-16, H4C1, H4C11, H4C12, H4C13, H4C14, H4C15, H4C2, H4C3, H4C4, H4C5, H4C6, H4C8, H4C9, HDAC1, HDAC2, JARID2, KAT2A, KAT2B, LOC102724334, MBD2, MBD3, MNAT1, MTA1, MTA2, MTA3, MTF2, MYBBP1A, MYO1C, PHF1, PHF19, POLR1A, POLR1B, POLR1C, POLR1D, POLR1E, POLR1F, POLR1G, POLR1H, POLR2E, POLR2F, POLR2H, POLR2K, POLR2L, RBBP4, RBBP7, RNA45SN5, RRP8, SAP130, SAP18, SAP30, SAP30BP, SAP30L, SF3B1, SIN3A, SIN3B, SIRT1, SMARCA5, SUDS3, SUV39H1, SUZ12, TAF1A, TAF1B, TAF1C, TAF1D, TBP, TDG, TET1, TET2, TET3, TTF1, UBTF, UHRF1]	FALSE
R-HSA:212222	REACTOME_Reactions_25.05.2022	PRC2 recruits DNA methyltransferases	[-1]	[Group13]	5	7.352941	0.0022580640362571017	0.20548382729939624	{Group13=1.390901861816456E-5}	{Group13=1.5299920479981016E-4}	[DNMT1, H4C2, H4C3, H4C5, H4C8]	[DNMT1, DNMT3A, DNMT3B, EED, EZH2, H2AB1, H2AC14, H2AC18, H2AC19, H2AC20, H2AC4, H2AC6, H2AC7, H2AC8, H2AJ, H2AX, H2AZ1, H2AZ2, H2BC1, H2BC10, H2BC11, H2BC12, H2BC13, H2BC14, H2BC15, H2BC17, H2BC21, H2BC3, H2BC4, H2BC5, H2BC6, H2BC7, H2BC8, H2BC9, H2BU1, H3-3A, H3-3B, H3C1, H3C10, H3C11, H3C12, H3C13, H3C14, H3C15, H3C2, H3C3, H3C4, H3C6, H3C7, H3C8, H4-16, H4C1, H4C11, H4C12, H4C13, H4C14, H4C15, H4C2, H4C3, H4C4, H4C5, H4C6, H4C8, H4C9, LOC102724334, RBBP4, RBBP7, SUZ12]	FALSE
R-HSA:212252	REACTOME_Reactions_25.05.2022	Polycomb Repressive Complex 2 (PRC2) Is recruited to chromatin	[-1]	[Group13]	4	5.714286	0.01493980913419769	0.6125321745021053	{Group13=1.390901861816456E-5}	{Group13=1.5299920479981016E-4}	[H4C2, H4C3, H4C5, H4C8]	[AEBP2, EED, EZH2, H2AB1, H2AC14, H2AC18, H2AC19, H2AC20, H2AC4, H2AC6, H2AC7, H2AC8, H2AJ, H2AX, H2AZ1, H2AZ2, H2BC1, H2BC10, H2BC11, H2BC12, H2BC13, H2BC14, H2BC15, H2BC17, H2BC21, H2BC3, H2BC4, H2BC5, H2BC6, H2BC7, H2BC8, H2BC9, H2BU1, H3-3A, H3-3B, H3C1, H3C10, H3C11, H3C12, H3C13, H3C14, H3C15, H3C2, H3C3, H3C4, H3C6, H3C7, H3C8, H4-16, H4C1, H4C11, H4C12, H4C13, H4C14, H4C15, H4C2, H4C3, H4C4, H4C5, H4C6, H4C8, H4C9, JARID2, LOC102724334, MTF2, PHF1, PHF19, RBBP4, RBBP7, SUZ12]	FALSE
R-HSA:212263	REACTOME_Reactions_25.05.2022	PRC2 trimethylates histone H3 at lysine-27	[-1]	[Group13]	4	5.714286	0.01493980913419769	0.6125321745021053	{Group13=1.390901861816456E-5}	{Group13=1.5299920479981016E-4}	[H4C2, H4C3, H4C5, H4C8]	[AEBP2, EED, EZH2, H2AB1, H2AC14, H2AC18, H2AC19, H2AC20, H2AC4, H2AC6, H2AC7, H2AC8, H2AJ, H2AX, H2AZ1, H2AZ2, H2BC1, H2BC10, H2BC11, H2BC12, H2BC13, H2BC14, H2BC15, H2BC17, H2BC21, H2BC3, H2BC4, H2BC5, H2BC6, H2BC7, H2BC8, H2BC9, H2BU1, H3-3A, H3-3B, H3C1, H3C10, H3C11, H3C12, H3C13, H3C14, H3C15, H3C2, H3C3, H3C4, H3C6, H3C7, H3C8, H4-16, H4C1, H4C11, H4C12, H4C13, H4C14, H4C15, H4C2, H4C3, H4C4, H4C5, H4C6, H4C8, H4C9, JARID2, LOC102724334, MTF2, PHF1, PHF19, RBBP4, RBBP7, SUZ12]	FALSE
R-HSA:212269	REACTOME_Reactions_25.05.2022	DNMT1,3A,3B:PRC2 methylates cytosine and histone H3	[-1]	[Group13]	5	7.352941	0.0022580640362571017	0.20548382729939624	{Group13=1.390901861816456E-5}	{Group13=1.5299920479981016E-4}	[DNMT1, H4C2, H4C3, H4C5, H4C8]	[DNMT1, DNMT3A, DNMT3B, EED, EZH2, H2AB1, H2AC14, H2AC18, H2AC19, H2AC20, H2AC4, H2AC6, H2AC7, H2AC8, H2AJ, H2AX, H2AZ1, H2AZ2, H2BC1, H2BC10, H2BC11, H2BC12, H2BC13, H2BC14, H2BC15, H2BC17, H2BC21, H2BC3, H2BC4, H2BC5, H2BC6, H2BC7, H2BC8, H2BC9, H2BU1, H3-3A, H3-3B, H3C1, H3C10, H3C11, H3C12, H3C13, H3C14, H3C15, H3C2, H3C3, H3C4, H3C6, H3C7, H3C8, H4-16, H4C1, H4C11, H4C12, H4C13, H4C14, H4C15, H4C2, H4C3, H4C4, H4C5, H4C6, H4C8, H4C9, LOC102724334, RBBP4, RBBP7, SUZ12]	FALSE
R-HSA:212300	REACTOME_Pathways_25.05.2022	PRC2 methylates histones and DNA	[-1]	[Group13]	5	6.849315	0.003082279692200871	0.26199377383707406	{Group13=1.390901861816456E-5}	{Group13=1.5299920479981016E-4}	[DNMT1, H4C2, H4C3, H4C5, H4C8]	[AEBP2, DNMT1, DNMT3A, DNMT3B, EED, EZH2, H2AB1, H2AC14, H2AC18, H2AC19, H2AC20, H2AC4, H2AC6, H2AC7, H2AC8, H2AJ, H2AX, H2AZ1, H2AZ2, H2BC1, H2BC10, H2BC11, H2BC12, H2BC13, H2BC14, H2BC15, H2BC17, H2BC21, H2BC3, H2BC4, H2BC5, H2BC6, H2BC7, H2BC8, H2BC9, H2BU1, H3-3A, H3-3B, H3C1, H3C10, H3C11, H3C12, H3C13, H3C14, H3C15, H3C2, H3C3, H3C4, H3C6, H3C7, H3C8, H4-16, H4C1, H4C11, H4C12, H4C13, H4C14, H4C15, H4C2, H4C3, H4C4, H4C5, H4C6, H4C8, H4C9, JARID2, LOC102724334, MTF2, PHF1, PHF19, RBBP4, RBBP7, SUZ12]	FALSE
R-HSA:2130282	REACTOME_Reactions_25.05.2022	Degradation of ubiquitinated beta catenin by the proteasome	[-1]	[Group11, Group12]	3	4.4117646	0.06475482274211444	0.12950964548422889	{Group11=7.434663379513385E-6, Group12=6.036240994692442E-6}	{Group11=8.921596055416062E-5, Group12=7.847113293100175E-5}	[BTRC, PPP2CA, PSMB5]	[AMER1, APC, AXIN1, BTRC, CSNK1A1, CTNNB1, CUL1, GSK3B, PPP2CA, PPP2CB, PPP2R1A, PPP2R1B, PPP2R5A, PPP2R5B, PPP2R5C, PPP2R5D, PPP2R5E, PSMA1, PSMA2, PSMA3, PSMA4, PSMA5, PSMA6, PSMA7, PSMA8, PSMB1, PSMB10, PSMB11, PSMB2, PSMB3, PSMB4, PSMB5, PSMB6, PSMB7, PSMB8, PSMB9, PSMC1, PSMC2, PSMC3, PSMC4, PSMC5, PSMC6, PSMD1, PSMD10, PSMD11, PSMD12, PSMD13, PSMD14, PSMD2, PSMD3, PSMD4, PSMD5, PSMD6, PSMD7, PSMD8, PSMD9, PSME1, PSME2, PSME3, PSME4, PSMF1, RBX1, RPS27A, SEM1, SKP1, UBA52, UBB, UBC]	FALSE
R-HSA:2172127	REACTOME_Pathways_25.05.2022	DAP12 interactions	[-1]	[Group08]	3	6.6666665	0.022911005194959814	0.5498641246790356	{Group08=0.01653358200549781}	{Group08=0.11573507403848465}	[HLA-B, HLA-C, LCK]	[B2M, BTK, CD300E, CD300LB, CLEC5A, FYN, GRAP2, GRB2, HLA-B, HLA-C, HLA-E, HRAS, KIR2DS1, KIR2DS2, KIR2DS4, KIR2DS5, KIR3DS1, KLRC2, KLRC4-KLRK1, KLRD1, KLRK1, KRAS, LAT, LCK, LCP2, NCR2, NRAS, PIK3CA, PIK3CB, PIK3R1, PIK3R2, PLCG1, PLCG2, RAC1, SHC1, SIGLEC14, SIGLEC15, SIRPB1, SOS1, SYK, TREM1, TREM2, TYROBP, VAV2, VAV3]	TRUE
R-HSA:2172678	REACTOME_Reactions_25.05.2022	PHF8 demethylates histone H4K20me1	[-1]	[Group13]	4	6.451613	0.0098757747963877	0.5332918390049357	{Group13=1.390901861816456E-5}	{Group13=1.5299920479981016E-4}	[H4C2, H4C3, H4C5, H4C8]	[H2AB1, H2AC14, H2AC18, H2AC19, H2AC20, H2AC4, H2AC6, H2AC7, H2AC8, H2AJ, H2AX, H2AZ1, H2AZ2, H2BC1, H2BC10, H2BC11, H2BC12, H2BC13, H2BC14, H2BC15, H2BC17, H2BC21, H2BC3, H2BC4, H2BC5, H2BC6, H2BC7, H2BC8, H2BC9, H2BU1, H3-3A, H3-3B, H3-4, H3C1, H3C10, H3C11, H3C12, H3C13, H3C14, H3C15, H3C2, H3C3, H3C4, H3C6, H3C7, H3C8, H4-16, H4C1, H4C11, H4C12, H4C13, H4C14, H4C15, H4C2, H4C3, H4C4, H4C5, H4C6, H4C8, H4C9, LOC102724334, PHF8]	FALSE
R-HSA:2245218	REACTOME_Reactions_25.05.2022	CDK1 phosphorylates PHF8	[-1]	[Group13]	4	6.25	0.011017113197327481	0.5618727730637015	{Group13=1.390901861816456E-5}	{Group13=1.5299920479981016E-4}	[H4C2, H4C3, H4C5, H4C8]	[CCNB1, CDK1, H2AB1, H2AC14, H2AC18, H2AC19, H2AC20, H2AC4, H2AC6, H2AC7, H2AC8, H2AJ, H2AX, H2AZ1, H2AZ2, H2BC1, H2BC10, H2BC11, H2BC12, H2BC13, H2BC14, H2BC15, H2BC17, H2BC21, H2BC3, H2BC4, H2BC5, H2BC6, H2BC7, H2BC8, H2BC9, H2BU1, H3-3A, H3-3B, H3-4, H3C1, H3C10, H3C11, H3C12, H3C13, H3C14, H3C15, H3C2, H3C3, H3C4, H3C6, H3C7, H3C8, H4-16, H4C1, H4C11, H4C12, H4C13, H4C14, H4C15, H4C2, H4C3, H4C4, H4C5, H4C6, H4C8, H4C9, LOC102724334, PHF8]	FALSE
R-HSA:2288097	REACTOME_Reactions_25.05.2022	Condensin II complex binds H4K20me1-containing nucleosomes	[-1]	[Group13]	4	5.970149	0.012883165102904553	0.605508759836514	{Group13=1.390901861816456E-5}	{Group13=1.5299920479981016E-4}	[H4C2, H4C3, H4C5, H4C8]	[H2AB1, H2AC14, H2AC18, H2AC19, H2AC20, H2AC4, H2AC6, H2AC7, H2AC8, H2AJ, H2AX, H2AZ1, H2AZ2, H2BC1, H2BC10, H2BC11, H2BC12, H2BC13, H2BC14, H2BC15, H2BC17, H2BC21, H2BC3, H2BC4, H2BC5, H2BC6, H2BC7, H2BC8, H2BC9, H2BU1, H3-3A, H3-3B, H3-4, H3C1, H3C10, H3C11, H3C12, H3C13, H3C14, H3C15, H3C2, H3C3, H3C4, H3C6, H3C7, H3C8, H4-16, H4C1, H4C11, H4C12, H4C13, H4C14, H4C15, H4C2, H4C3, H4C4, H4C5, H4C6, H4C8, H4C9, LOC102724334, NCAPD3, NCAPG2, NCAPH2, RB1, SMC2, SMC4]	FALSE
R-HSA:2294574	REACTOME_Reactions_25.05.2022	Condensin II-mediated condensation of prophase chromosomes	[-1]	[Group13]	4	5.970149	0.012883165102904553	0.605508759836514	{Group13=1.390901861816456E-5}	{Group13=1.5299920479981016E-4}	[H4C2, H4C3, H4C5, H4C8]	[H2AB1, H2AC14, H2AC18, H2AC19, H2AC20, H2AC4, H2AC6, H2AC7, H2AC8, H2AJ, H2AX, H2AZ1, H2AZ2, H2BC1, H2BC10, H2BC11, H2BC12, H2BC13, H2BC14, H2BC15, H2BC17, H2BC21, H2BC3, H2BC4, H2BC5, H2BC6, H2BC7, H2BC8, H2BC9, H2BU1, H3-3A, H3-3B, H3-4, H3C1, H3C10, H3C11, H3C12, H3C13, H3C14, H3C15, H3C2, H3C3, H3C4, H3C6, H3C7, H3C8, H4-16, H4C1, H4C11, H4C12, H4C13, H4C14, H4C15, H4C2, H4C3, H4C4, H4C5, H4C6, H4C8, H4C9, LOC102724334, NCAPD3, NCAPG2, NCAPH2, PLK1, SMC2, SMC4]	FALSE
R-HSA:2294580	REACTOME_Reactions_25.05.2022	PLK1 hyperphosphorylates Condensin II complex	[-1]	[Group13]	4	5.970149	0.012883165102904553	0.605508759836514	{Group13=1.390901861816456E-5}	{Group13=1.5299920479981016E-4}	[H4C2, H4C3, H4C5, H4C8]	[H2AB1, H2AC14, H2AC18, H2AC19, H2AC20, H2AC4, H2AC6, H2AC7, H2AC8, H2AJ, H2AX, H2AZ1, H2AZ2, H2BC1, H2BC10, H2BC11, H2BC12, H2BC13, H2BC14, H2BC15, H2BC17, H2BC21, H2BC3, H2BC4, H2BC5, H2BC6, H2BC7, H2BC8, H2BC9, H2BU1, H3-3A, H3-3B, H3-4, H3C1, H3C10, H3C11, H3C12, H3C13, H3C14, H3C15, H3C2, H3C3, H3C4, H3C6, H3C7, H3C8, H4-16, H4C1, H4C11, H4C12, H4C13, H4C14, H4C15, H4C2, H4C3, H4C4, H4C5, H4C6, H4C8, H4C9, LOC102724334, NCAPD3, NCAPG2, NCAPH2, PLK1, SMC2, SMC4]	FALSE
