,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
FBgn0040763,129.2002279,0.419185955,0.449438524,0.932688081,0.350981041,0.582862033
FBgn0040764,5.419773096,-0.15739199,0.883068805,-0.178232986,0.858540005,NA
FBgn0040765,619.3438957,-0.840776033,0.593559675,-1.4164979,0.156629779,0.359810106
FBgn0040773,13337.2665,0.35325569,0.471253656,0.749608381,0.453490602,0.673938388
FBgn0040775,90.72531322,-3.863125875,0.769324801,-5.021449811,5.13E-07,9.34E-06
FBgn0040777,36948.55205,0.822516379,0.226893991,3.625113109,0.000288835,0.002621712
FBgn0040778,1266.723827,2.234338881,0.491287471,4.547925629,5.42E-06,8.11E-05
FBgn0040780,446.5270189,1.654948233,0.346434875,4.777083229,1.78E-06,2.95E-05
FBgn0040784,1.283522167,-0.089616354,0.632449834,-0.141697174,0.887319208,NA
FBgn0040786,29.10377209,0.122064063,0.701162042,0.174088235,0.861796119,0.934531884
FBgn0040793,21258.5708,0.226300232,0.493589711,0.458478423,0.646608761,0.813299461
FBgn0040794,0.227193651,0.300811499,0.627360644,0.47948736,0.631591958,NA
FBgn0040795,0.338435778,-0.10989245,0.627360644,-0.175166311,0.860948955,NA
FBgn0040796,1.171114694,-0.099882257,0.630869656,-0.158324713,0.874200936,NA
FBgn0040797,0,NA,NA,NA,NA,NA
FBgn0040798,0,NA,NA,NA,NA,NA
FBgn0040799,0.472321096,0.163910183,0.627360644,0.26126947,0.793884709,NA
FBgn0040801,0,NA,NA,NA,NA,NA
FBgn0040805,3235.984642,0.582275907,0.35164447,1.65586539,0.097749082,0.262243728
FBgn0040809,0,NA,NA,NA,NA,NA
FBgn0040812,0,NA,NA,NA,NA,NA
FBgn0040813,18.73307723,1.828691054,0.893057745,2.047673921,0.040591961,0.143689013
FBgn0040814,3.933368592,1.432857459,0.789581908,1.814704016,NA,NA
FBgn0040816,8.244517291,1.17238196,0.858570753,1.365504189,NA,NA
FBgn0040817,0.951224539,-0.163632922,0.634833196,-0.257757349,NA,NA
FBgn0040823,6129.169325,-1.266748708,0.236051073,-5.366417922,8.03E-08,1.67E-06
FBgn0040827,12.55954219,-0.949791041,0.84348726,-1.126028911,0.260153282,0.490369455
FBgn0040828,0,NA,NA,NA,NA,NA
FBgn0040832,7.194304687,-0.763826566,0.892662924,-0.855671884,0.392179296,0.619314607
FBgn0040837,734.4577715,2.537752262,0.42074552,6.031560979,1.62E-09,4.06E-08
FBgn0040842,0.859133762,-0.748052315,0.636527406,-1.175208339,NA,NA
FBgn0040843,0.707201892,0.021639254,0.634829737,0.034086704,NA,NA
FBgn0040849,7.216249176,0.274018767,0.896007727,0.305821879,0.759740269,0.884627636
FBgn0040850,40.16852166,0.986748245,0.885650384,1.114150981,0.265214421,0.495811535
FBgn0040859,0.961749804,0.616256665,0.640170822,0.962644101,NA,NA
FBgn0040871,1.729812462,-0.046708699,0.640572383,-0.072917129,0.941872063,NA
FBgn0040877,9499.561981,-2.819376633,0.301638352,-9.346877208,9.03E-21,4.70E-19
FBgn0040890,631.2033406,0.397158024,0.468239477,0.848194235,0.396329808,0.622830237
FBgn0040892,56.23484002,-0.432307032,0.706939371,-0.611519247,0.54085588,0.739743563
FBgn0040899,764.7164986,-0.102252632,0.518381052,-0.1972538,0.843628931,0.925631154
FBgn0040900,125.2012432,-2.047002498,0.759987794,-2.693467598,0.007071302,0.038410296
FBgn0040904,3.05548029,0.766266929,0.694655901,1.10308849,0.269988739,NA
FBgn0040905,3.643810289,0.354986436,0.777069139,0.45682735,0.647795146,NA
FBgn0040906,59.35042264,-1.095430664,0.49376771,-2.218514174,0.026519794,0.105523503
FBgn0040907,552.8468187,0.03223112,0.551591237,0.058432981,0.953403745,0.980536823
FBgn0040918,3228.574437,0.324723705,0.233552977,1.390364232,0.164418302,0.370620157
FBgn0040922,1.249617901,-0.934138785,0.638745243,-1.462459087,0.143615448,NA
FBgn0040923,175.2863024,-5.109616593,0.641335667,-7.96714865,1.62E-15,6.50E-14
FBgn0040928,462.2287053,0.947296424,0.395999596,2.392165126,0.016749305,0.074823348
FBgn0040929,264.8452191,1.140589746,0.501110781,2.276122944,0.022838652,0.094688504
FBgn0040931,4091.083021,0.047961877,0.49657531,0.096585303,0.923055728,0.964795459
FBgn0040941,49.88305564,0.210078167,0.599226348,0.350582325,0.725901718,0.864646433
FBgn0040942,70.15836716,3.445172871,0.818593949,4.208646882,2.57E-05,0.000321048
FBgn0040949,1.002368115,0.159103668,0.639584456,0.248760998,NA,NA
FBgn0040950,0,NA,NA,NA,NA,NA
FBgn0040958,0,NA,NA,NA,NA,NA
FBgn0040959,0.073016263,-0.246793766,0.627360644,-0.393384201,0.694035737,NA
FBgn0040963,0.292065053,-0.609857504,0.62798303,-0.971136919,0.331480102,NA
FBgn0040964,450.0398232,-0.298149204,0.300888173,-0.990897054,0.321735851,0.555814632
FBgn0040965,2.980677309,-0.36090487,0.748003257,-0.482491042,0.629457161,NA
FBgn0040967,2.241344542,0.146619337,0.646854209,0.226665197,NA,NA
FBgn0040968,14.28265852,-2.483031785,0.846138082,-2.934546782,0.003340352,0.0208047
FBgn0040972,0.166642992,-0.10989245,0.627360644,-0.175166311,0.860948955,NA
FBgn0040973,4.540661047,0.046227969,0.755616631,0.061179131,0.95121655,NA
FBgn0040984,2.101847472,-0.548647683,0.648322483,-0.846257376,NA,NA
FBgn0040985,5152.446102,0.377517177,0.368383043,1.024795208,0.305459828,0.539206893
FBgn0040989,1.224009432,0.193059121,0.642718167,0.300379125,0.763887984,NA
FBgn0040992,0,NA,NA,NA,NA,NA
FBgn0040993,0,NA,NA,NA,NA,NA
FBgn0040996,80.80107163,-1.384943635,0.642771907,-2.154642449,0.031189825,0.118739564
FBgn0041004,7597.369981,0.897769478,0.28389871,3.162287982,0.001565347,0.011090259
FBgn0041087,45.41873484,1.206749093,0.884656465,1.364087803,0.172539933,0.382829153
FBgn0041092,10964.44369,0.222275811,0.294820263,0.753936682,0.450887243,0.671419532
FBgn0041094,27785.76887,3.407965579,0.22730925,14.99263925,8.20E-51,1.20E-48
FBgn0041096,10.67294416,-0.522570047,0.840505929,-0.621732732,0.534117625,0.736464863
FBgn0041097,750.0066931,0.04921105,0.587540946,0.083757652,0.933249119,0.969902105
FBgn0041100,51.6381104,-0.55973632,0.602846585,-0.92848883,0.353154059,0.585767608
FBgn0041102,0,NA,NA,NA,NA,NA
FBgn0041103,0.073016263,-0.246793766,0.627360644,-0.393384201,0.694035737,NA
FBgn0041105,0.52182318,-0.174367616,0.632925971,-0.275494487,0.78293636,NA
FBgn0041111,12820.07304,0.859531878,0.326168074,2.635242219,0.008407726,0.044063219
FBgn0041147,206.9942225,0.573842215,0.606237416,0.946563508,0.343861246,0.577263759
FBgn0041150,554.3371118,-7.153195058,0.553055813,-12.93394788,2.90E-38,2.80E-36
FBgn0041156,3.136279518,-0.461249683,0.653313301,-0.70601606,0.48017815,NA
FBgn0041160,4.484159105,0.236748267,0.858041615,0.275916999,0.782611817,NA
FBgn0041161,1812.456786,-0.765116163,0.398800095,-1.918545588,0.055041867,0.177044333
FBgn0041164,146.2865061,-0.363508922,0.504768219,-0.720150177,0.471432536,0.68990996
FBgn0041171,1862.478045,-0.226546313,0.351581167,-0.644364188,0.519339301,0.725247329
FBgn0041174,691.6494071,-0.38606686,0.319287562,-1.209150954,0.226604857,0.451352983
FBgn0041180,7.564114743,0.453462927,0.866833797,0.523125573,0.600886871,0.781887591
FBgn0041181,9.205795908,-0.396757359,0.897755394,-0.441943721,0.658529932,0.820845083
FBgn0041182,3.994835921,-0.027486041,0.755583461,-0.036377241,NA,NA
FBgn0041183,7.647704843,-0.038209867,0.830591637,-0.046003193,0.963307705,0.985281986
FBgn0041184,3939.810899,0.141687721,0.291190986,0.486580037,0.626555973,0.799814762
FBgn0041186,944.4416825,0.54850254,0.279924671,1.959464801,0.050058378,0.164959303
FBgn0041188,30047.55154,-0.955677513,0.286995309,-3.32994123,0.000868643,0.006724867
FBgn0041191,5681.698977,0.805011758,0.269988196,2.981655381,0.002866945,0.01835186
FBgn0041194,16.48032772,1.758785555,0.890314557,1.975465347,0.048215363,0.160797005
FBgn0041195,7.970411544,-0.24552941,0.80839466,-0.303724681,0.761337653,0.885393272
FBgn0041203,3941.278395,0.00602235,0.294634977,0.020440038,0.983692345,0.994346004
FBgn0041205,3525.989034,0.217923656,0.236870975,0.920009962,0.357567553,0.589469434
FBgn0041210,11003.07623,-0.384192976,0.241301041,-1.592172887,0.111345864,0.287645956
FBgn0041224,9.876787203,-0.08328304,0.859212822,-0.096929466,0.922782408,0.964680473
FBgn0041225,11.88963337,-0.345031107,0.84533558,-0.408158742,0.683157136,0.836657315
FBgn0041229,2.531084503,-0.816193277,0.649825824,-1.256018532,0.209109251,NA
FBgn0041231,20.02568369,-0.101735364,0.896985947,-0.113419129,0.909698275,0.958697257
FBgn0041232,1.906567704,-0.664816672,0.648015048,-1.025927831,NA,NA
FBgn0041233,4.163298111,1.228668354,0.696391221,1.764336362,NA,NA
FBgn0041234,5.594959015,2.308083256,0.84669959,2.725976584,NA,NA
FBgn0041235,0,NA,NA,NA,NA,NA
FBgn0041236,0,NA,NA,NA,NA,NA
FBgn0041237,5.425749203,-0.287119383,0.764871789,-0.375382367,0.707376117,NA
FBgn0041238,0.878579098,-0.391940672,0.62806642,-0.624043348,NA,NA
FBgn0041239,0.643320224,-0.383695082,0.627360644,-0.611602091,0.540801054,NA
FBgn0041240,1.175296296,-0.888688989,0.63418771,-1.401302762,0.161123556,NA
FBgn0041241,6.08938867,-0.158994375,0.894918796,-0.177663466,0.858987279,NA
FBgn0041242,29.64569576,-0.274727655,0.851967158,-0.322462729,0.747102169,0.876949825
FBgn0041243,4.197419656,-1.293285473,0.791480911,-1.634007157,NA,NA
FBgn0041245,2.248951815,0.690234008,0.648280614,1.064714867,NA,NA
FBgn0041246,32.74925174,0.860063794,0.847475012,1.014854457,0.31017521,0.544746944
FBgn0041247,1.025241623,-0.409704752,0.641778732,-0.638389419,NA,NA
FBgn0041248,1.022311195,0.164523018,0.641125157,0.25661607,0.797475168,NA
FBgn0041249,0.31207868,-0.366345065,0.627893694,-0.583450779,0.559589883,NA
FBgn0041250,124.4101733,0.610868204,0.831160367,0.734958293,0.462364895,0.68231053
FBgn0041252,0.688062067,-0.584433761,0.633301459,-0.922836593,0.356092368,NA
FBgn0041336,64.6947306,-0.014980278,0.585354258,-0.025591815,0.979582914,0.992470425
FBgn0041337,19.74702649,0.233554153,0.889876567,0.262456797,0.792969289,0.900447088
FBgn0041342,8063.022542,0.036960802,0.222031219,0.166466688,0.867789697,0.937463597
FBgn0041579,3.732284315,-0.418980563,0.653465924,-0.641166659,NA,NA
FBgn0041581,11.98748245,1.524665723,0.838981719,1.817281222,0.069174064,0.206329168
FBgn0041582,4789.712298,-0.715530375,0.335366603,-2.133576712,0.032877446,0.122988824
FBgn0041585,1527.908899,0.566809149,0.207483594,2.731826344,0.006298433,0.034758019
FBgn0041588,942.2150014,-0.960602783,0.27584001,-3.482463564,0.000496823,0.004213423
FBgn0041604,757.969267,6.606105575,0.380607328,17.35674825,1.75E-67,3.95E-65
FBgn0041605,249911.7547,0.739884793,0.178232822,4.151226386,3.31E-05,0.000398856
FBgn0041607,34.70798927,1.748196913,0.879160927,1.988483405,0.046758253,0.157404823
FBgn0041621,21.0042847,0.867462444,0.888749451,0.976048359,0.3290405,0.562984223
FBgn0041622,0.221394871,-0.10989245,0.627360644,-0.175166311,0.860948955,NA
FBgn0041623,7.660213985,0.407141823,0.847009182,0.480681711,0.630742731,0.802093402
FBgn0041624,5.314629858,0.814285746,0.655266618,1.242678512,NA,NA
FBgn0041625,0,NA,NA,NA,NA,NA
FBgn0041626,0,NA,NA,NA,NA,NA
FBgn0041627,273.6539917,0.434391978,0.460998972,0.94228405,0.346047232,0.578737255
FBgn0041629,116.3430602,1.058185143,0.597649784,1.770577303,0.076631019,0.221874864
FBgn0041630,853.4883319,-1.638713927,0.29128357,-5.62583714,1.85E-08,4.19E-07
FBgn0041702,961.7653238,0.679439116,0.298248226,2.278099435,0.022720654,0.094360863
FBgn0041706,2251.671574,0.808368036,0.186357643,4.33772408,1.44E-05,0.000191789
FBgn0041707,76097.0866,0.260187122,0.318779012,0.816199035,0.414386309,0.638353969
FBgn0041709,9.004160986,-0.452749246,0.825866611,-0.548211103,0.583546959,0.768638049
FBgn0041710,7.314192659,-0.108140957,0.766320572,-0.141117126,0.887777414,0.947357254
FBgn0041711,1.342371437,-0.10989245,0.627360644,-0.175166311,NA,NA
FBgn0041712,50.37053388,-0.475952513,0.852215931,-0.558488167,0.576511082,0.765598496
FBgn0041713,69.23311369,0.142002946,0.623125583,0.227888166,0.819733183,0.914593048
FBgn0041717,0.025794226,-0.10989245,0.627360644,-0.175166311,0.860948955,NA
FBgn0041719,0,NA,NA,NA,NA,NA
FBgn0041720,0,NA,NA,NA,NA,NA
FBgn0041721,2.024394851,0.918763195,0.777348358,1.181919516,0.237237637,NA
FBgn0041723,8076.786586,-0.1733615,0.38684747,-0.44813916,0.654052767,0.817765945
FBgn0041775,12253.41247,0.570010248,0.211091766,2.700295986,0.006927781,0.037736536
FBgn0041780,0.044313363,-0.10989245,0.627360644,-0.175166311,0.860948955,NA
FBgn0041781,3201.865762,0.26052868,0.26667005,0.976970154,0.328583929,0.56257516
FBgn0041789,2106.116247,0.643104429,0.257006941,2.502284285,0.01233948,0.059045386
FBgn0042083,149.7261448,0.367863567,0.589531079,0.62399351,0.532631847,0.735463279
FBgn0042085,1432.789278,-0.155816109,0.419986973,-0.371002243,0.710635861,0.854015177
FBgn0042086,0,NA,NA,NA,NA,NA
FBgn0042092,153.2565353,0.230742487,0.371366834,0.621333047,0.534380514,0.736564755
FBgn0042094,321.9614255,0.46940584,0.399398836,1.175280943,0.239882336,0.467080906
FBgn0042098,0.420430034,-0.634066384,0.628998017,-1.008057842,0.313426695,NA
FBgn0042101,0.630500831,-0.523708199,0.629768156,-0.831588885,0.405641038,NA
FBgn0042102,0.527403565,0.389240371,0.633985643,0.613957705,0.539243276,NA
FBgn0042103,0,NA,NA,NA,NA,NA
FBgn0042104,0.365081316,-0.674268105,0.628583585,-1.072678514,0.283415384,NA
FBgn0042105,0.21904879,-0.520596398,0.627360644,-0.829819982,0.406640572,NA
FBgn0042106,20.33406146,-0.215244236,0.897078199,-0.239939212,0.810377382,0.910539845
FBgn0042110,0,NA,NA,NA,NA,NA
FBgn0042111,4406.180434,0.057828662,0.216040384,0.267675241,0.788949309,0.899040897
FBgn0042112,1743.802255,0.219402305,0.450197456,0.487346834,0.626012563,0.799568048
FBgn0042118,0,NA,NA,NA,NA,NA
FBgn0042119,0.982041496,-0.08501928,0.633053017,-0.134300411,0.893165028,NA
FBgn0042125,58.69195106,-1.076217443,0.518748461,-2.074642189,0.038019709,0.136834218
FBgn0042126,62.00326894,1.062703725,0.76048835,1.397396456,0.162294384,0.368246083
FBgn0042127,29.38307258,-1.287160743,0.771253553,-1.668920341,0.095133168,0.25729258
FBgn0042129,5.855850902,-1.374425095,0.779840422,-1.762444027,0.077994305,NA
FBgn0042131,1.887757838,-0.65595326,0.648420994,-1.011616321,0.311721539,NA
FBgn0042132,3218.849165,-0.110533977,0.253104508,-0.436712797,0.662319648,0.823224562
FBgn0042133,1.944877433,0.376280947,0.647936882,0.580737039,NA,NA
FBgn0042134,7947.173942,0.068579129,0.32690392,0.209783746,0.833836459,0.920709821
FBgn0042135,35742.38245,-0.429601832,0.203328605,-2.112845028,0.034614034,0.127369651
FBgn0042137,1.314292737,-0.950462551,0.640509914,-1.483915439,NA,NA
FBgn0042138,25022.83901,-0.116233014,0.267041103,-0.435262636,0.663371802,0.823686654
FBgn0042146,0,NA,NA,NA,NA,NA
FBgn0042173,0,NA,NA,NA,NA,NA
FBgn0042174,4196.451764,-0.746588401,0.266684069,-2.79952381,0.005117804,0.029485981
FBgn0042175,287.4564762,-0.060648665,0.421971974,-0.143726761,0.885716238,0.946295137
FBgn0042177,482.866297,-1.570557795,0.443148808,-3.544086696,0.000393976,0.003465626
FBgn0042178,105.2520868,-1.022479,0.542696634,-1.884071018,0.05955537,0.187148394
FBgn0042179,0.579281404,-0.104862397,0.629793645,-0.166502787,NA,NA
FBgn0042180,3107.99035,0.877853331,0.322601263,2.721171404,0.006505102,0.03573563
FBgn0042182,0,NA,NA,NA,NA,NA
FBgn0042185,3980.254518,6.690966685,0.457775499,14.61626212,2.21E-48,2.75E-46
FBgn0042186,0.54014332,-0.383695082,0.627360644,-0.611602091,0.540801054,NA
FBgn0042187,2.918921506,0.171734629,0.649821383,0.264279744,NA,NA
FBgn0042189,0,NA,NA,NA,NA,NA
FBgn0042198,5.986378391,0.599780701,0.891809059,0.672543853,0.501237532,NA
FBgn0042199,0,NA,NA,NA,NA,NA
FBgn0042201,0.166642992,-0.10989245,0.627360644,-0.175166311,0.860948955,NA
FBgn0042205,222.2422723,-1.040106562,0.563529716,-1.845699583,0.064935838,0.197939748
FBgn0042206,0,NA,NA,NA,NA,NA
FBgn0042207,4.876971735,0.915310593,0.836428923,1.094307678,0.273820059,NA
FBgn0042213,441.2862234,0.146798442,0.412453194,0.355915397,0.721903925,0.862739328
FBgn0042627,8.59482769,0.57186935,0.81898931,0.698262288,0.485013179,0.702040448
FBgn0042630,133.0673914,-2.586669951,0.779068854,-3.320207115,0.000899507,0.006903109
FBgn0042641,0,NA,NA,NA,NA,NA
FBgn0042650,106.8941786,0.22106893,0.659495061,0.33520938,NA,NA
FBgn0042693,10840.29221,-0.009050788,0.21527149,-0.042043597,0.966463943,0.987658129
FBgn0042696,13209.50595,0.061634922,0.312782876,0.197053378,0.843785767,0.925695481
FBgn0042701,0.655592576,0.203227602,0.688003582,0.295387418,0.767697944,NA
FBgn0042710,3.388319479,-0.736743325,0.653545158,-1.12730286,NA,NA
FBgn0042711,0,NA,NA,NA,NA,NA
FBgn0042712,1080.341884,-0.110222679,0.203395095,-0.541914146,0.587877651,0.771304755
FBgn0043001,114.5149766,-0.172005292,0.613664745,-0.280291957,0.779253521,0.892925526
FBgn0043002,418.771507,0.44064485,0.494585121,0.890938347,0.372962247,0.602424843
FBgn0043005,125.6475994,-1.725617087,0.869934543,-1.983617159,0.047298535,0.158507374
FBgn0043010,2396.672666,1.083692459,0.295976874,3.661409236,0.000250832,0.002356261
FBgn0043012,8787.991821,0.760775857,0.349501506,2.176745574,0.029499556,0.114217741
FBgn0043021,0,NA,NA,NA,NA,NA
FBgn0043022,0.803780092,0.433755773,0.638436655,0.679402992,NA,NA
FBgn0043025,15.4588198,-0.702455149,0.89459295,-0.785223212,0.432322709,0.656183761
FBgn0043043,19.63338628,0.169923528,0.877602269,0.19362248,0.846471495,0.927222241
FBgn0043069,0.295865886,-0.246793766,0.627360644,-0.393384201,0.694035737,NA
FBgn0043070,27605.77667,0.055736168,0.165688308,0.336391676,0.736575525,0.870923448
FBgn0043362,8861.462468,-0.251681382,0.266056569,-0.945969434,0.344164177,0.577489457
FBgn0043364,5283.630759,1.103677266,0.257690227,4.282961281,1.84E-05,0.000240071
FBgn0043455,1266.744727,0.282310188,0.347900073,0.811469183,0.417096283,0.641406399
FBgn0043456,6759.281434,0.072344631,0.272965784,0.265031867,0.790984913,0.899957248
FBgn0043457,2478.857091,0.713037294,0.175790481,4.056176925,4.99E-05,0.00057743
FBgn0043458,6157.103285,0.238565981,0.309436871,0.77096818,0.440725793,0.662593806
FBgn0043470,0,NA,NA,NA,NA,NA
FBgn0043471,0.146032526,-0.383695082,0.627360644,-0.611602091,0.540801054,NA
FBgn0043530,0.26588018,-0.10989245,0.627360644,-0.175166311,0.860948955,NA
FBgn0043532,7.234848457,2.119157805,0.80273307,2.63992837,0.008292355,0.043632872
FBgn0043533,0.276743589,-0.10989245,0.627360644,-0.175166311,0.860948955,NA
FBgn0043534,0,NA,NA,NA,NA,NA
FBgn0043535,1.022227685,-0.92038921,0.637181141,-1.444470263,NA,NA
FBgn0043536,0,NA,NA,NA,NA,NA
FBgn0043539,1.67852933,-0.033663102,0.643070645,-0.05234744,NA,NA
FBgn0043550,0.146032526,-0.383695082,0.627360644,-0.611602091,0.540801054,NA
FBgn0043575,22.10959917,-0.797106641,0.870388679,-0.915805387,0.359768978,0.591860192
FBgn0043576,0,NA,NA,NA,NA,NA
FBgn0043577,7.549486099,-0.565255696,0.897628038,-0.629721523,NA,NA
FBgn0043578,0.301622944,-0.10989245,0.627360644,-0.175166311,0.860948955,NA
FBgn0043783,5.849237754,0.114868836,0.738406382,0.155563168,0.876377359,NA
FBgn0043791,13.75873151,0.030930846,0.897117558,0.03447803,0.972495961,0.989305741
FBgn0043792,5.959570267,-0.931276283,0.762229551,-1.221779294,NA,NA
FBgn0043796,942.5699423,0.802683784,0.370071237,2.168998028,0.030082834,0.115704136
FBgn0043799,38.49961533,-1.022870905,0.894151224,-1.143957394,0.252641307,0.481988456
FBgn0043806,23.22710114,0.543176918,0.89664576,0.605787639,0.544655779,0.742448749
FBgn0043825,0.657146369,-0.840992474,0.631472715,-1.331795425,NA,NA
FBgn0043841,72.20415272,0.66706595,0.670821781,0.994401149,0.320027609,0.554466439
FBgn0043853,164.4383296,-0.2548199,0.550438005,-0.462940236,0.643407205,0.810957676
FBgn0043854,3.540947498,0.300019874,0.821924046,0.36502141,0.715095425,NA
FBgn0043865,2.290605023,0.784820528,0.648068426,1.211014912,NA,NA
FBgn0043884,92295.33689,-0.458940005,0.362382249,-1.266452773,0.205351028,0.426054992
